"Name","TAID","Tax Rate"                                                        
"LIBERTY HILL LIB DIST","5246512",".0025000"                                    
"WILLIAMSON CO ESD 7","5246521",".0025000"                                      
"WILLIAMSON CO ESD 1","5246530",".0100000"                                      
"BARTLETT MUN DEV DIST","5246549",".0050000"                                    
"GRANGER MUN DEV DIST","5246558",".0050000"                                     
"WILLIAMSON CO ESD 4","5246567",".0175000"                                      
"WILLIAMSON CO ESD 3","5246576",".0200000"                                      
"WILLIAMSON CO ESD 5","5246585",".0200000"                                      
"WILLIAMSON CO ESD 7-A","5246594",".0200000"                                    
"WILLIAMSON CO ESD 4-A","5246601",".0200000"                                    
"WILLIAMSON CO ESD 10","5246610",".0075000"                                     
"WILLIAMSON CO ESD 10-A","5246629",".0200000"                                   
"WILLIAMSON CO ESD 6","5246638",".0200000"                                      
"WILLIAMSON CO ESD 6-A","5246647",".0100000"                                    
"WILLIAMSON CO ESD 8","5246656",".0200000"                                      
"WILLIAMSON CO ESD 8-A","5246665",".0175000"                                    
"LA VERNIA MUN DEV DIST","5247502",".0050000"                                   
"WILSON CO ESD 2","5247511",".0200000"                                          
"WILSON CO ESD 1","5247520",".0100000"                                          
"WILSON CO ESD 3","5247539",".0100000"                                          
"WILSON CO ESD 4","5247548",".0075000"                                          
"WINKLER CO HEALTH SERV","5248501",".0050000"                                   
"NEWARK MUN DEV DIST","5249500",".0050000"                                      
"BOYD MUN DEV DIST","5249519",".0050000"                                        
"WISE CO ESD 2","5249528",".0150000"                                            
"AURORA MUN DEV DIST","5249537",".0050000"                                      
"WISE CO ESD 1","5249546",".0150000"                                            
"WISE CO ESD 1-A","5249555",".0100000"                                          
"ZAPATA CO ASST DIST","5253503",".0200000"                                      
"ZAVALA CO ASST DIST","5254502",".0050000"                                      
"SEALY/AUSTIN CO ESD 2","6008609",".0150000"                                    
"BELTON/ SALADO LIB DIST","6014601",".0150000"                                  
"KILLEEN/SALADO LIBRARY DIST","6014610",".0150000"                              
"SOMERSET/BEXAR ESD 5","6015619",".0200000"                                     
"JOHNSON CITY/BLANCO CO NO LIB","6016609",".0150000"                            
"BLANCO/ BLANCO CO SO LIB DIST","6016618",".0150000"                            
"JOHNSON CTY/BLNCO ESD1","6016627",".0100000"                                   
"FAIR OAKS RANCH/ BULVERDE LIBR","6046603",".0150000"                           
"BULVERDE/COMAL ESD 5-A","6046612",".0100000"                                   
"BULVERDE/COMAL ESD 4","6046621",".0100000"                                     
"BULVERDE/COMAL ESD 5","6046630",".0100000"                                     
"BARTONVILLE/ DENTON CO DD4","6061612",".0200000"                               
"ODESSA/ECTOR ASST DIST","6068606",".0125000"                                   
"ORCHARD/FT BEND CAD 19","6079612",".0200000"                                   
"NEEDVIL/FT BEND CAD 20","6079621",".0200000"                                   
"RSNBERG/FT BEND CAD 12","6079630",".0200000"                                   
"HOUSTON/FT BEND CAD 4","6079649",".0100000"                                    
"NIXON/GONZALES ESD 1","6089601",".0037500"                                     
"UNIV CITY/GUADALUPE CO","6094604",".0200000"                                   
"LUMBERTON/HARDIN CO ESD2","6100607",".0200000"                                 
"KOUNTZE/HARDIN CO ESD1","6100615",".0200000"                                   
"SILSBEE/HARDIN CO ESD6","6100624",".0200000"                                   
"WALLER/WAL-HAR ESD 200","6101605",".0200000"                                   
"UHLAND/CALD-HAYS ESD 1","6105004",".0150000"                                   
"UHLAND/CALD-HAYS ESD 1-A","6105013",".0150000"                                 
"DRIPPING SPRINGS/HAYS ESD 6","6105022",".0125000"                              
"KYLE/HAYS CO ESD 5-A","6105031",".0150000"                                     
"DRIP SPGS/HAYS ESD 6A","6105040",".0075000"                                    
"KYLE/CDWL HAYS ESD 1-A","6105059",".0150000"                                   
"AUS/ DRIP SPD/ HAYS CO","6105601",".0100000"                                   
"BUDA/HAYS CO ESD 8","6105610",".0150000"                                       
"KYLE/HAYS CO ESD 8","6105620",".0150000"                                       
"AUSTIN/HAYS","6105638",".0100000"                                              
"BUDA/HAYS CO ESD 8-A","6105647",".0150000"                                     
"KYLE/CALDWELL HAYS ESD 1","6105656",".0150000"                                 
"KYLE/HAYS CO ESD 5","6105665",".0150000"                                       
"KYLE/HAYS CO ESD 8-A","6105674",".0150000"                                     
"NIEDERWALD/CALDWLL HAYS ESD 1A","6105683",".0150000"                           
"KYLE/HAYS CO ESD 3","6105692",".0150000"                                       
"ABBOTT/HILL ESD 2-A","6109607",".0150000"                                      
"ITASCA/HILL CO ESD 2-A","6109616",".0150000"                                   
"ROYSE CITY/ HUNT CO","6116608",".0200000"                                      
"ALVARADO/JNSON ESD 1-B","6126606",".0200000"                                   
"KEENE/JOHNSON ESD 1-B","6126615",".0200000"                                    
"GODLEY/JOHNSON ESD 1-B","6126624",".0200000"                                   
"CORPUS/ KLEBERG CO","6137603",".0137500"                                       
"SAN ANTONIO/MEDINA CO","6163600",".0125000"                                    
"CASTROVILLE/MEDINA ESD 1","6163619",".0150000"                                 
"HONDO/MEDINA CO ESD 6","6163628",".0150000"                                    
"WILLIS/MONTGOM ESD 1","6170601",".0200000"                                     
"OAK RIDGE N/MONT CO ESD 8","6170610",".0200000"                                
"MAGNOLIA/MONTGOMERY ESD 10","6170629",".0200000"                               
"CLEVELAND/E MON IMP DIS","6170638",".0200000"                                  
"CLEVELAND/E MON IMP DIS A","6170647",".0200000"                                
"MONTGOMERY/MONTGOMERY ESD 2","6170656",".0200000"                              
"WILLIS/MONTGOM ESD1(1)","6170665",".0200000"                                   
"FORT WORTH/PARKER CO","6184605",".0100000"                                     
"SPRINGTOWN/PARKER ESD1","6184614",".0150000"                                   
"SPGTWN/PARKER ESD 1-A","6184623",".0150000"                                    
"WILLOWPARK/PARKERESD1A","6184632",".0150000"                                   
"AMARILLO/POTTER CAD 1","6188601",".0200000"                                    
"AMARILLO/RANDALL CO ASS DIST 1","6191606",".0200000"                           
"CANYON/RANDALL CO ASST DIST 1","6191615",".0200000"                            
"PECOS/REEVES DIST 1","6195602",".0150000"                                      
"ROCKWALL/ ROCKWALL CO SAFETY","6199519",".0200000"                             
"HEATH/ ROCKWALL CO SAFETY FIRE","6199608",".0200000"                           
"ROYSE CITY/ROCKWALL CO SAF DIS","6199626",".0200000"                           
"FATE/ROCKWALL CO ASST DIST","6199635",".0150000"                               
"MCLEN-CHIS/ROCKWALLCAD","6199644",".0200000"                                   
"BULLARD/SMITH CO ESD 2","6212601",".0150000"                                   
"LINDALE/SMITH CO ESD 1","6212610",".0150000"                                   
"GLEN ROSE/SOMERVEL CAD","6213600",".0200000"                                   
"MANOR/TRAVIS ESD 12-A","6227007",".0200000"                                    
"BEE CAVE/TRAVIS ESD 10","6227025",".0150000"                                   
"BEE CAVE/TRAVIS ESD 3","6227034",".0200000"                                    
"JONESTOWN/TRAVIS ESD 1","6227043",".0100000"                                   
"WEBBERVILLE/TRV ESD12A","6227052",".0200000"                                   
"BUDA/TRAVIS CO ESD 5-A","6227061",".0200000"                                   
"AUSTIN/ WESTBANK LIBR","6227604",".0100000"                                    
"BEE CAVE/ LAKE TRAVIS LIB DIST","6227613",".0200000"                           
"HUTTO/TRAVIS ESD 2","6227622",".0100000"                                       
"LAKEWAY/TRAVIS CO ESD 6","6227631",".0175000"                                  
"BEE CAVE/TRAVIS ESD 6-A","6227640",".0200000"                                  
"LAKEWAY/TRAVIS ESD 6-A","6227659",".0175000"                                   
"AUSTIN/E TRAVIS GATEWAY LIB","6227668",".0100000"                              
"LAKEWAY/TRAVIS CO ESD 8","6227677",".0175000"                                  
"LAKEWAY/TRAVIS ESD 8-A","6227686",".0175000"                                   
"PFLUGERVILLE/TRAVIS CO ESD 2-A","6227695",".0200000"                           
"HMPSTD/WLER-HRS ESD200","6237602",".0200000"                                   
"PRAIRIE VIEW/WH ESD200","6237611",".0175000"                                   
"SIMONTON/WL-HR ESD 200","6237620",".0200000"                                   
"LEANDER/LIBERTY HILL LIB DIST","6246601",".0100000"                            
"HUTTO/WIL CO ESD 3","6246610",".0200000"                                       
"JARRELL/WILCO ESD 5","6246629",".0200000"                                      
"HUTTO/WILLIAMSON ESD 3(1)","6246638",".0200000"                                
"GEORGETOWN/WILMSN ESD7","6246647",".0200000"                                   
"LIB HILL/WILCO ESD 4","6246656",".0175000"                                     
"LIB HIL/WILCO ESD 4(1)","6246665",".0200000"                                   
"LIB HIL/WILCO ESD 4(2)","6246674",".0175000"                                   
"JARRELL/WILCO ESD 5(1)","6246683",".0200000"                                   
"COUPLAND/WILCO ESD 10A","6246692",".0200000"                                   
"FORT WORTH/ WISE CO","6249608",".0100000"                                      
